EDGAR Country Code,Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
AUS,Australia,24.528285121778,24.554329142748,25.071035553054,25.25294153006,26.012262259946,26.371189201006,26.286704618003,26.466326207674,25.546583593003,25.547018320185,25.735209606285,25.601863746849,25.74461834532,24.511931701431,24.905909751341,25.531657885161,25.416175078391,25.654671685198,25.750481265039,26.727480221574,26.829756954172,26.638956393926,26.405279574327,26.27538667993,26.293263348746,26.436725390865,26.896135086404,27.311728006748,28.207597943902,28.292814837105,28.459379378682,28.671758599979,28.808668764114,28.025008031186,28.69775147692,28.489186100582,28.241067683788,28.144623479215,27.534742950228,27.446438244867,27.208996875988,26.9484036375,26.653822952913,25.790738882172,24.939276690628,24.939977664326,24.621954756447,24.582839142867,24.130798337579,23.757035740061,22.554124664526,21.853417589704,21.978771113429
AUT,Austria,9.64392105358,9.9793164875147,10.244570738314,10.70130930441,10.371276789528,10.037118292231,10.740017479046,10.415371509971,10.705463696587,11.083591990516,10.849470349134,10.398514137934,10.115032046164,10.096262132944,10.42520723065,10.589877558231,10.369653683838,10.373618948104,10.188793464748,10.061173867423,10.552636034842,11.021521054268,10.23148083977,10.148736194891,10.123577166433,10.42567471645,10.88263085997,10.764665550867,10.777422783182,10.510152172635,10.503485640405,11.071610103359,11.207731862007,11.857902786525,11.764239088065,11.7375725122,11.391824896557,10.979721299239,10.874205250974,9.9921885965619,10.6786711366,10.40297719835,9.9491876207762,9.9582396096984,9.4687644443721,9.5319007740048,9.5751240134142,9.8305645544167,9.4663117801593,9.6273754448968,8.9164250182369,9.2283370385077,8.7000685260508
AZE,Azerbaijan,8.9336197741865,9.125019710722,9.412152458173,9.7529639838243,10.055629866776,10.530088883305,10.666149471388,10.754417017012,11.009842757888,11.124706149759,11.341444226917,11.049359414957,10.816709746362,10.616548650022,10.484919867704,10.318453848566,10.303240236411,10.458162378275,10.352205458046,10.262770882656,9.6382371888722,9.16649006882,7.5862175430027,6.634980161878,5.8953354947906,5.6810968518702,4.9543127981879,4.8469844198782,4.8603462773376,4.9170870864561,5.1015776422382,4.9429937927015,4.8662387266363,5.1826959662022,5.128637930411,5.441003004401,5.5700780614078,5.7363519905041,6.3392653414475,5.5326383719145,5.3835062983844,5.6227790645069,5.9329529751634,6.0095931404895,6.1495508580376,6.0340161406454,5.9771564143767,5.8799387701171,5.9644440696823,6.4220244390119,6.2903833236714,6.6844424382847,6.7183863318253
BDI,Burundi,0.66119933119304,0.65089907569934,0.67082661289378,0.68045402584494,0.6800144062785,0.69366833807171,0.68601734214826,0.67685183137854,0.67109562529955,0.67410827388686,0.60144517942166,0.5413741592632,0.5349813793361,0.5337187896725,0.53784041404201,0.515104004683,0.54318609635167,0.53803912891034,0.54887177955891,0.5448908665159,0.56490707821853,0.57717769133113,0.55706281991347,0.5521763906515,0.53499292737444,0.54311744916536,0.54822732445543,0.55083415653159,0.53765453509943,0.51729016433883,0.52063966285711,0.51161910454358,0.49495826416454,0.48962609052097,0.5009689268981,0.50273074465331,0.5167191903081,0.53817740161814,0.52723549774172,0.53624227383973,0.56412409586736,0.58325751105442,0.57315009514934,0.63229543028241,0.61415607356751,0.60203744234264,0.61885888158237,0.6648840955358,0.67041513396378,0.62004091081971,0.59810660761703,0.59583704389889,0.59013366684082
BEL,Belgium,17.67061536419,16.590585757828,17.726751728155,18.273751725004,18.251145428134,16.184283260274,17.110282356463,16.934761754068,17.335178651732,18.246827665246,17.154723807716,15.948298705946,15.089729024933,14.141855100031,14.543206328271,14.274004609047,14.207344608654,14.097950483531,14.117024961287,14.167585803641,14.271059789946,14.620863190661,14.349181839087,14.094694820729,14.793054776814,14.836325515031,15.320960401837,14.935129846506,15.279211563929,14.873987010503,14.958577647707,14.923521207758,14.107448442256,14.39416046963,14.205821435427,13.827313734524,13.395486635082,13.046432198653,13.097346370194,12.297677262229,12.989545909703,11.964197085754,11.707968656328,11.735717840372,11.027446375224,11.339304981778,11.144575988609,10.866053957829,10.862292753145,10.771623838487,10.051079073494,10.444801970534,9.7371875356554
BEN,Benin,0.86496729109739,0.87798444757349,0.92874752681448,0.95532017355618,0.92932057094557,0.96799059988412,0.90871333288413,0.92126994246496,0.9285173188173,0.93857131074712,0.95817987253026,0.98865302963453,1.021762378294,0.9756568723998,0.97125036230651,1.0011726769759,0.91703806776863,0.88705129485546,0.85569801857095,0.83052178838524,0.84394634022253,0.83697262914285,0.83078809576335,0.80943258824299,0.84338722149314,0.78214603703516,0.91605705812941,0.93735236244932,0.91617589915496,0.94435986743991,0.95340902828442,1.0031632473422,1.0377437620605,1.056644613354,1.0691309331331,1.0973579563464,1.2215409188619,1.2741375493746,1.2551973625301,1.2828496290441,1.3454904740498,1.3218400501023,1.2850757062334,1.3323442599288,1.3543814024101,1.371057286223,1.4892079274969,1.4857855958735,1.5793592015288,1.5472889474659,1.572076574517,1.6142551868141,1.6184288317877
BFA,Burkina Faso,1.2092222729317,1.1942100035756,1.1183105977778,1.0499060244543,1.0499661109409,1.0642716897022,1.0734599439093,1.071081657248,1.0892316017649,1.1147598593062,1.1207256853904,1.1386995845949,1.1587682079532,1.1651679939832,1.1647684181891,1.2581821956537,1.2718057523863,1.2863029167553,1.2893619842995,1.2846392848029,1.2806086497401,1.3133973427705,1.2928182599474,1.2877507514989,1.2912750163308,1.2969022262563,1.2977575481756,1.314547410554,1.3164613276661,1.2810192543939,1.2808978199994,1.3349501291422,1.3317149611124,1.5566106056013,1.5396601389343,1.5423569622041,1.5317705181824,1.5561220773622,1.5812571882757,1.5646106324434,1.573797439497,1.5731414185463,1.5841668492776,1.5978605066528,1.5707282036335,1.6242941793623,1.6168233269352,1.6305915290002,1.647800068485,1.6597903406664,1.6459088116059,1.6552409917022,1.6512271235489
BGD,Bangladesh,2.0137899150074,1.8721975632516,1.8715248778569,1.8603574604925,1.8130809480724,1.8539841508069,1.7685375510376,1.7446630096469,1.7447628627935,1.7229902015944,1.5940208387733,1.5600862068449,1.5419709582769,1.4364168304076,1.4312705656521,1.4225515927912,1.4152221793757,1.3683786253248,1.3434182702003,1.3455073319363,1.3175826566176,1.2716244986924,1.2577533142714,1.2258719247086,1.2178387498083,1.2363354213034,1.2184526548142,1.2047448860597,1.1748525463911,1.2008543975803,1.1920681178208,1.2212597556666,1.2308518852548,1.2358263411288,1.2272578475796,1.2518563297317,1.2751691214793,1.2944582921001,1.3565861236239,1.377056526027,1.4225479750343,1.4355899219805,1.4546618047044,1.4712607034738,1.4935661361476,1.5390000985085,1.5690678853735,1.628728412463,1.67643831769,1.6472956003909,1.5846302831103,1.6139791667554,1.6226042399071
BGR,Bulgaria,10.774485559744,10.794324710165,11.073775847263,11.149359985579,11.204493536574,11.902439582464,11.960786313239,12.259096146212,12.926361861254,13.341397125464,13.703270363455,13.260225082301,13.453572827478,13.302544684485,13.057245101139,13.215020458711,13.335440519153,13.362199837145,13.321991738325,13.16705849547,11.874455112599,10.356303823171,9.9012619868197,9.9267369933481,9.3657112050314,9.2537468902526,9.408104395127,9.1539159871839,8.8700011864536,8.0532549629118,7.8944914333225,8.1893442817749,7.8260578342305,8.6632437623611,8.5109840467231,8.6878397412627,8.9358177498162,9.4982555805872,9.1409080961647,8.102697959681,8.5328176275507,9.3554997123535,8.6864402429434,7.9960173994678,8.3895518243329,9.043083076659,8.7771249440236,9.219441168765,8.824699505607,8.6863024119374,8.0794402076471,9.1934495770844,9.9961345809317
BHR,Bahrain,85.666240579419,83.408071326382,84.366216480233,86.58152237438,88.720687727395,75.733380988251,74.557814216491,79.478622432444,74.028556351116,72.431694059421,68.706112586191,66.626755166252,65.417569033973,63.139833246471,61.754633303665,62.915233803538,66.259870407433,62.478239517964,62.588472587719,61.142527396489,60.944143157792,58.195937468591,65.257084724778,67.839994050839,66.203817585305,64.354787520381,65.089569431507,59.235969374711,60.07279914001,61.286037653095,59.583211299312,58.408010679528,54.863811234073,51.411794121972,48.127508620979,49.184172770978,47.526240899984,45.176540609663,45.355393599126,43.180732887155,41.663643523805,40.730398562109,42.989157642795,46.162492367667,46.961818962605,45.876930025473,44.296794005712,42.206415399022,40.399210149077,41.170420168555,39.837474785565,39.813133379253,39.290405323892
BHS,Bahamas,9.3650512614717,9.3289053119295,10.622016602624,10.38874775718,9.0131464532806,9.0588104702195,7.9548640501603,8.5756753253441,8.5088415527494,8.5650972784311,8.2808184455368,7.2639823439551,6.03542131738,4.5858420050488,4.4549211606103,3.9936213832966,4.0882908152454,4.6060787099751,4.6324708663007,5.2032836596275,5.0321547561385,4.5990269513507,4.0412197091313,4.0858995764243,4.2748344820851,4.7749343738411,5.1922578888426,5.1370028883452,5.7310965686009,5.0141246727352,4.1302539864549,4.1223428707781,4.2936519675329,3.4115160855493,3.5903073451739,3.4778127424221,4.0232175999271,4.6314025528273,4.7100944895366,4.0055272282527,4.3688954536025,3.2521189300891,3.729708234298,4.0339848500672,3.9812601263032,3.7778356411737,4.0242169623887,4.2369202597225,4.883876126149,5.2769440928196,4.5981927185778,4.4465693070585,4.5448127949504
BIH,Bosnia and Herzegovina,4.3692002006072,4.4095830112634,4.2548775311457,4.5213572986729,4.836398829371,4.9234968277559,4.860937956483,4.9622671005704,5.111545930831,5.2372693188162,5.0338466089168,5.4749368980091,5.6742062502134,5.9550198749839,6.1341338064506,6.3210569153409,6.4521376402832,6.0373038483762,6.0397140631327,6.1128332856666,7.346368183862,6.8002346809671,5.3850407473103,4.7783418721857,1.6550183483199,1.7066580840791,1.9229003661521,3.3529176557742,4.2000839025228,4.3070189255437,5.289339334535,5.1605315698336,5.4464045060517,5.553266453468,5.9503279528034,6.1477696122344,6.7270968369597,7.0699627216202,7.4790254549464,7.4548246573924,7.6464552150649,8.6065474920362,8.1287502626064,8.1758355382828,7.8541386324231,7.9080274377026,8.8105526039027,9.0031982803568,9.1335213359548,8.6595510439699,8.6421803279403,8.3889200145477,8.4143490624579
BLR,Belarus,9.1624313768009,9.290745640528,9.6641237968572,10.115638580972,10.541809420773,11.142953955824,11.379408378431,11.512674880554,11.829701547401,12.024480271935,12.266621327554,12.127166831591,12.164147898248,12.254165157474,12.305718690509,12.37666899717,12.587219875266,12.836969726448,12.807642331146,12.858013335002,13.460987321478,12.981532446643,11.860591041076,10.487779259689,9.1761467064409,8.3494261618227,8.4034735396342,8.4398719337404,8.3183583421128,8.1117494752607,7.8542893655066,7.7666261489385,7.8128389177876,7.927808230714,8.3943586765586,8.4583245137223,8.8037877489019,8.694382101594,9.5364033222449,9.2770300095019,9.8399551641148,10.903726292972,11.09382483674,11.143075273332,11.076315719237,10.597682429781,10.518789664683,10.709454454467,11.078887323218,10.888514454407,10.627303676853,10.90631469535,10.649834932472
BLZ,Belize,2.3997514955103,2.5212263769789,2.6241068960551,2.6220800869305,2.6250216672174,2.7355159173455,2.6427586488278,2.6950787335683,2.6628135532892,2.6318909859913,2.6168935610223,2.5477221743187,2.4716199617959,2.5422474983959,2.4244769344973,2.3478387243342,2.4266363651151,2.2962669577556,2.1928966716049,2.4055646975902,2.6416594461943,2.6904039329367,2.6295048023031,2.5098279297221,2.46095894301,2.3197363100043,2.1826911096518,2.509919292355,2.4934578828547,2.5780217634813,2.1380658453215,2.1728209178948,2.1622112253398,2.2195581471187,2.0898878754579,2.1218072197325,2.3722237174158,2.4243558451911,2.4019597904495,2.5325130736469,2.5971493662097,2.4758021363797,2.3531371730164,2.5244570592927,2.3215103164149,2.39124107578,2.4023196980455,2.4680151961296,2.3774213479766,2.3991680046357,2.2817732627983,2.3434384505051,2.3589689107003
BMU,Bermuda,3.1404309068579,3.1363688692342,3.6811716201251,3.6840625732513,3.313339767951,3.8938235618892,3.5498505501277,3.8446046282561,3.8196837285337,3.7599833529403,3.7055662514403,3.2117382686558,3.1833886409343,3.2499808890482,3.4659091375076,3.3727250161383,3.293566094025,4.7395557365026,5.4454341878295,6.6124294271675,4.4821183514938,4.1061993141323,3.3329357801996,3.6638649722267,3.5303668733758,3.5443900264125,3.5992391825368,3.6354193301057,3.7047200873464,3.5987714451196,2.6876974075941,2.7048311887072,2.8987420743089,2.9882246577815,3.0406807332172,3.2139898129971,3.8155243687175,4.5591234605061,4.5958130772538,4.1188958052843,5.1293796596342,2.8331618346162,3.3182284835342,3.81048889895,4.9058225892427,4.0973375499911,5.3433257619707,4.8578400464458,5.6653008080909,6.2561160857267,5.8279065421626,5.6975508155034,5.8975425479473
BOL,Bolivia,6.0884475595067,6.1871647134867,7.1177796906716,7.3338837713597,7.145112605882,6.7583044545734,6.8812632111434,6.3070672489115,6.3783307126793,5.8776697481735,5.6421087656121,5.1552586318244,5.271900059861,5.3108813804009,4.9492748560749,4.8889634279683,4.4241403935702,4.5088131289514,4.5415766224747,4.7017917605284,4.5620488054248,4.7301821579015,4.8313337460372,5.0371222718614,5.2264903290313,4.1190179973016,4.0151244425294,4.3785967133782,3.8900927526681,3.8170096793369,3.7425915790667,3.5498180124673,3.6671711625398,3.7456716469523,3.9294050225293,3.9963031656035,4.0688628410894,4.2450281849428,4.3133669313322,4.331536471521,4.6640029997548,4.7049709188026,4.8696925365452,5.0353680352994,5.0791675401759,5.0902647909798,5.1560113820004,5.1222797234567,5.0729804406493,5.0214918820251,4.6733326336885,4.9788355518175,4.9244415124768
BRA,Brazil,3.831672981919,3.8237987456823,3.9387615752856,4.1142330699559,4.2804660732521,4.3849232666166,4.6168098369383,4.6550722159724,4.6775697783534,4.7648962804141,4.8876321289339,4.6905787090026,4.6543580804303,4.5164505340946,4.5709249630556,4.5855024220628,4.7470795911504,4.7797918866774,4.7886346268074,4.7719204839279,4.6577086634856,4.7501976873511,4.8183141733969,4.9067394492966,5.004070551835,5.1576840005201,5.1218091830722,5.2065482754427,5.2316119641601,5.2542929214756,5.3324155329037,5.3464660572384,5.4152652912643,5.5251947974743,5.7323301390769,5.7108710508345,5.6901414359151,5.7178731652042,5.8160972500456,5.6351187746168,5.9844307401555,6.1046897967928,6.2353870780211,6.3636731195744,6.4815109782034,6.3505350853533,6.1886414145816,6.2020833306178,6.0461897933462,6.033454837906,5.9743345250394,6.2391006807337,6.0493128748452
BRB,Barbados,2.2795470868039,2.3076372215747,2.5177328491106,2.539823359259,2.3433811971594,2.5277869944692,2.4128079859789,2.6176754774282,2.6294673725342,2.6381188089853,2.6794786088214,2.6075034392768,2.5385694244107,2.5743586843017,2.9599286983252,3.2029105088179,3.2977114805537,3.1151756728306,3.1485611024692,3.4571849505504,3.2987623953443,3.1947032790552,3.127242746807,2.9802730960779,2.8935978409621,2.9327966442801,2.9158989794341,3.2375883157129,3.4554317432009,3.4790549358531,3.1715723932462,3.0526735037023,3.1113915568456,3.2170770369601,3.2089353733833,3.2381865986544,3.3170905973883,3.2186644212375,3.6799955347287,3.6282231508135,3.69004548325,3.2322308450652,3.1476263768143,3.5387273761667,3.2151978127135,3.2920408988674,3.4448488493253,2.9967332646657,3.350510812077,3.5857496380337,3.1977925425342,3.139500766722,3.2221409266455
BRN,Brunei,24.753742903412,22.462410980202,26.656885127411,34.590052437171,37.346267510976,38.801784710213,45.505674795114,46.180041719864,44.342449397852,42.413040243592,48.010062865673,38.843091389489,38.884431898309,39.322060083982,36.005791013667,34.559137754318,33.08849761881,32.603632662084,31.952514744101,31.125928333633,31.619254090336,32.124706503351,31.437615307498,32.065464173311,32.719774051081,33.816429064661,33.810747296183,35.1506431152,31.872980798353,32.231069973335,33.817834836392,34.560351050719,32.233997910255,35.349069412567,32.486418372145,31.398100084185,40.550768475377,38.312141801203,43.8670321777,39.685540890519,36.282730541582,37.124285649808,36.090679889489,34.321768063,32.834874933051,30.399461230673,30.637805755019,31.849730925688,32.837475139615,30.569776480317,34.813982896792,34.175603856118,32.663888513483
BTN,Bhutan,2.447832330956,2.4080945960314,2.3797030666545,2.3469882471828,2.3163869628445,2.2746089250916,2.2526107836717,2.2272230014759,2.2214220609146,2.2002148123866,2.1820307725582,2.2111953633034,2.2256452826839,2.2433948696789,2.2263829335185,2.2597361674166,2.2425697524673,2.3190294168387,2.0943603836492,2.0617487472827,2.1604544000782,2.2067501000409,2.1425195251407,2.1988866038831,2.3176727017132,2.8385321282141,2.94591796494,2.9581694437534,2.9456953635749,3.0566807252296,2.8229642016291,2.7426298930306,2.7226482942013,2.6843516752878,2.6321256359216,2.8212210441441,2.7699787440283,2.75944059062,2.6132896785328,2.9502055945124,3.0455487907053,3.2794582032498,3.1558761199085,3.2519484932774,3.2096629929398,3.3896392080294,3.5324825715431,3.6890062722475,3.9258875525546,4.1105315527235,4.08197093201,3.6221793678895,3.6001233975682
BWA,Botswana,4.968565144676,4.9887144952394,5.6007859275524,5.7150630041486,6.2672396360022,6.7302907058778,7.4445176998973,7.7798210384019,7.2208671683808,7.0372951711075,6.9883307662772,6.9749235454987,6.9199608237017,6.4313281807926,6.0062764240857,5.5743267447419,5.5480207168247,5.4747209275649,6.0550261806722,6.2177943111138,6.7738110011407,5.9032657998556,5.9219646766307,5.5992228237922,5.5471979285574,6.0763387101423,5.3729798401954,5.4284001049747,5.8363558674608,6.1168482714696,6.2285000770466,5.8063274513245,5.4820217270659,5.281986132559,5.1801109826432,5.4615647480106,5.3148117778574,5.3271463069618,5.3801812948567,5.2662396407806,5.0694266255654,5.1738580136322,4.6310791614139,5.4013443926937,5.6980803870511,5.7916689276834,5.3012133475157,5.2937702223474,5.6079823761089,5.0176015649124,4.3824021569425,4.6158718925146,5.0509082555252
CAF,Central African Republic,0.98998147906105,1.012892258852,1.0457237291062,1.0574348541377,1.1016997781589,1.1054223155318,1.1231425746338,1.1839280174355,1.2555013685675,1.4954152424857,1.5455371161827,1.5562432516856,2.8088485796055,2.773586436986,2.5336727810272,2.5334452404154,2.6801648162213,2.584459890581,2.4670270732482,2.687506179367,2.6612979748428,2.7652822355708,2.6902048239605,2.4548408954394,2.5903492911338,2.5900246652686,2.6323112037119,2.3254971005194,2.6366535048598,2.5408301166631,2.5491036701665,2.6131084297716,2.3092090119391,2.5545340927962,2.3525357286137,2.4925381519151,2.4637042555315,2.5967644794522,2.5612982462495,2.3821851914046,2.5083870456573,2.7056698723203,2.62877276073,2.6116391322984,2.5791060738657,2.6549324325414,2.7904163273154,2.6454988133019,2.6578786993983,2.6067084196184,2.6129829230404,2.6138290578541,2.6204581862783
