Substance,EDGAR Country Code,Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
CO2,AUS,Australia,0.52389169469556,0.52991861782849,0.53400335165129,0.5205507499884,0.50999977508868,0.5081444510836,0.50552720457683,0.50153038886507,0.50879452901432,0.49348254159751,0.48279693282798,0.48201918028163,0.47412016226916,0.4590267006487,0.45692109614473,0.44545010088518,0.44040935096253,0.43582388814063,0.42460931613224,0.42267113962403,0.41893963372775,0.40673524196284,0.39197906765937,0.37504760615801,0.35710194260883,0.35535947620676,0.35483932347872,0.34900735628564,0.33803768710744,0.33012088713028,0.31774400224002,0.30350819929101,0.29674884382178
CO2,AUT,Austria,0.213917207917,0.22004182046588,0.19911417419627,0.19824571289527,0.1953206458283,0.19942775772406,0.20677935504009,0.20119607328955,0.19597166680664,0.18413444970428,0.17931512186469,0.18954850066063,0.19039254786704,0.20183266239347,0.19984541448649,0.19663639595846,0.18488209419394,0.17178585818826,0.16841381940421,0.15949438175379,0.16970174296161,0.16124173634649,0.15334627890861,0.15464690762457,0.14562115441531,0.14717849827383,0.14518651667385,0.14678036812908,0.13716590986618,0.13834106714464,0.13510338776665,0.13524661651105,0.12020461943615
CO2,AZE,Azerbaijan,0.99560459449926,0.97616189589871,1.0268713270657,1.1741660965612,1.2992312590088,1.4285920542441,1.1816175579583,1.0862827145844,0.98837380761031,0.90956544169553,0.86694593574406,0.75103178248585,0.68041739218662,0.67645028969916,0.61253817675588,0.50872298199443,0.38394611225695,0.27845586514311,0.27819509267719,0.21220284553954,0.19248134851113,0.21787385980382,0.23480266035254,0.22864650675673,0.23245863721058,0.22653259987463,0.23631975992188,0.23480902140565,0.23767850220412,0.25209324902819,0.2536987507974,0.2541316525895,0.24255049540928
CO2,BDI,Burundi,0.031683422762642,0.043197067438827,0.033667823417574,0.039806219099887,0.043003680280505,0.045524233895192,0.053454528974043,0.054250998612784,0.054730317906,0.056359605714876,0.057119659019615,0.044218439476368,0.03966619825959,0.033174875369141,0.037809970603677,0.031416032492719,0.037557438209575,0.058602641165496,0.033123542390474,0.031578285851701,0.043959503099241,0.054157362259311,0.050197696518609,0.05378087906022,0.046746650199455,0.051770571547248,0.0566346036901,0.062015650523364,0.082815258944106,0.087566398224274,0.095015340396989,0.10059753695709,0.10124302269782
CO2,BEL,Belgium,0.32722606989239,0.33221760286726,0.32146509716671,0.31925131028467,0.32642192230608,0.31961699646811,0.32831471013913,0.30889166934116,0.31021241671408,0.28950740514322,0.28334574285557,0.28242658269135,0.26128074492483,0.2692410684035,0.25691519604231,0.24524002111089,0.23320293790806,0.21879720174552,0.2204504048982,0.21072255774598,0.21933539312256,0.19611299382252,0.19192681502088,0.19364797804322,0.1783733127328,0.18310163524506,0.17888340988967,0.17323810838213,0.17143935591398,0.16750802292824,0.16341696567236,0.16183491480188,0.14575987860216
CO2,BEN,Benin,0.036714634939358,0.030960240233623,0.032668552376956,0.031263266094326,0.031136383317018,0.029830243670569,0.077405006398364,0.092932683150728,0.086146932321907,0.089605381510661,0.090798567362305,0.1035790876696,0.1142100599671,0.12366192813286,0.12624412556371,0.13591770605775,0.18011708956579,0.19367671810905,0.18325647234306,0.19215336156926,0.20414029953457,0.19355939744891,0.17589870475089,0.17264714709956,0.17830313125645,0.1863363059725,0.22053611226429,0.21279850132255,0.22715642512755,0.20863765410101,0.21276304101592,0.21486972889336,0.20971787572349
CO2,BFA,Burkina Faso,0.037070155539642,0.048502327191631,0.04140076691161,0.041829940857375,0.045131601067298,0.04341712929748,0.043538513922802,0.065401572890682,0.05756943148085,0.054868636978136,0.059750113110095,0.064253978223005,0.0648164721979,0.066623987203917,0.057100307977336,0.055799841126039,0.053344668756792,0.072668379628791,0.079969259448523,0.073988554656933,0.073854485931144,0.077270847590904,0.085135407406102,0.094084063697492,0.082542709410148,0.11258692229435,0.10333360164863,0.11028925656481,0.11633897775818,0.11986546525325,0.11415970897899,0.11618706793761,0.11905981915416
CO2,BGD,Bangladesh,0.077187473840326,0.070875418409407,0.075215318796202,0.07588387308153,0.078925866882309,0.091635564293086,0.089154647710242,0.0918696515541,0.089270892682829,0.091259471632998,0.090447415484577,0.10424060583605,0.10566016323382,0.10565477865981,0.10606380816241,0.10598637625625,0.10682139407318,0.10546830052103,0.11123272739013,0.11258158485607,0.11819276007111,0.11819081002792,0.11916729142654,0.11863697533427,0.11774588165716,0.12362990167613,0.12665935961949,0.12819440930856,0.13112060918063,0.11842126337824,0.10658812097634,0.10520107814557,0.10173984468251
CO2,BGR,Bulgaria,0.73132811960233,0.64817661961005,0.66791602431641,0.68736833624482,0.6438163620584,0.64032931490271,0.6113489245466,0.68620706615091,0.63407747252913,0.6095245844244,0.56029729752951,0.56356431111908,0.50231850717405,0.53621171579386,0.48464906178311,0.46246307942643,0.44620368809239,0.44621591636605,0.39788199618416,0.35122375273717,0.36805072549803,0.39900523427524,0.36093908312,0.32321715577664,0.34060811449418,0.34694180184518,0.31857532855101,0.32402800944455,0.29658729139106,0.27460032808832,0.2525324389215,0.27297641112537,0.28892967392896
CO2,BHR,Bahrain,0.62569056813002,0.54242825346877,0.59846669667632,0.57363076465178,0.58571847543091,0.57273214630239,0.57001830516873,0.5692133714743,0.57578620778862,0.55500982884632,0.54062467016501,0.54624982996068,0.55224436546739,0.53761976378885,0.50316060147032,0.55295142106691,0.56560628070923,0.53056103393729,0.53450804400102,0.52101661496506,0.52068888997971,0.51352533915481,0.5158150050969,0.52029315602178,0.5167808639092,0.50687284453033,0.48925790249282,0.47326020100867,0.46710160044587,0.49521934312696,0.51933410984081,0.51952331620444,0.49717210947719
CO2,BHS,Bahamas,0.10606734274929,0.10100364250778,0.090736151476487,0.093546250117103,0.097756671990051,0.10882515486622,0.11681299717935,0.10891113564179,0.13098960970452,0.10037344754832,0.076471134923902,0.075746230280947,0.079314957761709,0.060284535167666,0.065292327229989,0.061761180074793,0.07497940605367,0.090363394958969,0.095795667239811,0.083412386502967,0.093634538224481,0.06285873924067,0.075212236817796,0.087069950796709,0.085331132797082,0.079732525759724,0.087807005030559,0.092446319444633,0.11061884401732,0.12378356148758,0.13752276226312,0.1135271918625,0.10315378635625
CO2,BIH,Bosnia and Herzegovina,2.9909234877273,3.1370833082463,2.4955708464049,2.1318580929419,0.50697629047976,0.44697200042616,0.29609262301443,0.43685914199165,0.47874602905075,0.43053849078442,0.50037176865641,0.48216198009294,0.48292965905431,0.47631045214327,0.47280439281925,0.47807651169289,0.50318843445422,0.5016565378357,0.52225418796055,0.5385256990082,0.54721232271331,0.6165033363216,0.57385535330236,0.55843271943387,0.4947831569274,0.47506716451647,0.51903469399423,0.51294966054133,0.49592392308756,0.45262032375515,0.46537517174537,0.41910640756919,0.40411528631846
CO2,BLR,Belarus,1.1589785788064,1.130801326456,1.1317612001045,1.0571031161549,1.0190994371455,1.015858113702,1.0030797417296,0.90767144692725,0.81733098001089,0.76298424845417,0.69438748767149,0.64857118038668,0.61986433608138,0.58565268546312,0.55726274629556,0.51651704287427,0.48879823338165,0.44033089273117,0.42437051705115,0.40307484126873,0.4013659554772,0.36262389352162,0.36389490384577,0.36126413052662,0.35260101478787,0.33967518876358,0.34812526208327,0.34621574007107,0.35434710154095,0.33739067626841,0.32190462735275,0.32262384819099,0.32586791917416
CO2,BLZ,Belize,0.1021517573226,0.10598344283134,0.07859861499237,0.072574137731204,0.068369485946205,0.077156898635334,0.063530090974468,0.10480897936107,0.10247286271559,0.11124035874275,0.060627207501822,0.059933545778269,0.055954152827433,0.054380599167625,0.048260452880012,0.051674719840222,0.056005659250032,0.05337220340365,0.052257768732072,0.063739000751598,0.074611147140011,0.048964212395121,0.053109717747333,0.067104788526595,0.061516055227171,0.06885469544436,0.071786372655751,0.077855772871646,0.072523211392329,0.073076893734122,0.072251869421711,0.072255975073164,0.068553324564558
CO2,BMU,Bermuda,0.060854891597356,0.057520503913448,0.045569384601411,0.049624405456918,0.047563621199725,0.046002077028459,0.045805729043628,0.044447469065202,0.043810652107783,0.041069946185754,0.026810709166561,0.025242776243103,0.028022106106725,0.028197937044011,0.028208330967011,0.029613717702865,0.034174968657006,0.040323573131066,0.041296914574319,0.038518390454669,0.050188346377592,0.026256082812505,0.033279421389561,0.038950494008964,0.053279115607943,0.042910391130503,0.057779364071359,0.049916060518247,0.059332222382688,0.065686956103772,0.065061780757968,0.060991005203991,0.06157943516598
CO2,BOL,Bolivia,0.20871778558343,0.20780959862958,0.22023261990036,0.25265066357632,0.26053613507746,0.22492635470975,0.20827778854285,0.21876610078961,0.19699788268862,0.18637179957839,0.17775880250717,0.16854591353412,0.17568765070698,0.1825544462545,0.18464927590628,0.18609791519057,0.19251081339974,0.2050119043808,0.2064876904997,0.21305687601617,0.22133666919158,0.22890513705721,0.23091408470048,0.22965451602831,0.23329114391777,0.22853917527433,0.23515230304914,0.22960162449155,0.22236378450365,0.21772726634578,0.201382917256,0.224814254633,0.21904762850069
CO2,BRA,Brazil,0.14018287486241,0.14268876750812,0.14606919302702,0.14545830765837,0.14140589705087,0.14704645480364,0.15498518074337,0.16007529615777,0.16457783322519,0.16856278011271,0.16987507580239,0.16909687962407,0.16430568301663,0.16040230890361,0.15998182745157,0.15612724229774,0.15225191113465,0.15085264083891,0.15098994026323,0.14140583250799,0.14991685057549,0.15144378761877,0.16054315040809,0.16377286730731,0.17070898031246,0.16736419548402,0.16138921200506,0.16322764051719,0.15256761735715,0.15048197715291,0.14882996656748,0.15943850817687,0.14363049883273
CO2,BRB,Barbados,0.15300868372692,0.15367146057767,0.15761023608012,0.14898735932222,0.13964517335257,0.14096744168882,0.13359416151366,0.15111665117252,0.16069133278793,0.1619135305862,0.1340968323349,0.1340645256539,0.1408762259535,0.14590212335312,0.1436443600035,0.14078025681068,0.14094636478387,0.13421485735882,0.15679002143552,0.16657685183517,0.17585930211843,0.14873336051446,0.14555322990555,0.17457319592315,0.15408613500258,0.15620667868342,0.16217204090962,0.13290177729058,0.15673910096158,0.17263429801381,0.17161064336017,0.16844380439749,0.15845669499831
CO2,BRN,Brunei,0.18105335991242,0.19472439483037,0.19569401970449,0.2033203780933,0.2114795024138,0.21796851907428,0.22221779159381,0.25118151580741,0.21495256413416,0.2050804679962,0.21223683630665,0.20605346309892,0.19489145186559,0.22548304027106,0.20724243874526,0.20274367175435,0.28905353787762,0.27362693595233,0.30752207326524,0.3112782929556,0.27830656716416,0.27467666926424,0.27089526408638,0.27326444423968,0.27385879140715,0.24840952312008,0.27600617009372,0.28710764429644,0.2979558322841,0.27531576017454,0.35311206306141,0.3664144892956,0.3559068367881
CO2,BTN,Bhutan,0.1182129692994,0.12124656128575,0.11583643573388,0.11546963520329,0.13641418074771,0.16906229188282,0.17561153652714,0.19217323828239,0.19980153715359,0.2152632454793,0.17605856288822,0.17449426480927,0.16976570967443,0.16231280935967,0.15535154053969,0.15714172536074,0.1488486794371,0.12873554881518,0.12953520546779,0.16583038808773,0.16450952717261,0.18471078061557,0.16829211701878,0.17257839383737,0.16709940768692,0.18201628555879,0.18347207617747,0.19115290534136,0.2136413134543,0.22116157337481,0.18952168257721,0.20011359343569,0.20866981143008
CO2,BWA,Botswana,0.2295926691032,0.21132732852815,0.24985122289405,0.24179961289787,0.22370812534088,0.21740716108018,0.18517178678608,0.18249501173385,0.21624849102792,0.20778368556756,0.20708441143081,0.19932166606634,0.19834070220472,0.18775637363363,0.17919430190136,0.18564414695591,0.16436365737504,0.16358965649645,0.16107194407621,0.17703852254527,0.1304114921569,0.14402203797581,0.12424055312783,0.17569438473255,0.2152110352207,0.22452600571051,0.19956993724423,0.21133780943155,0.22350661736432,0.19415073193728,0.17673472062015,0.17477699587014,0.20123287935084
CO2,CAF,Central African Republic,0.048048776371553,0.064494507745043,0.055663891105469,0.06016946915588,0.060349378030103,0.057254996144634,0.065246189103237,0.061916279036158,0.06031679204867,0.059307336035822,0.069903565723297,0.06985759522785,0.06834222102416,0.068043811913792,0.062912364065902,0.061288850588164,0.062383643459049,0.059549804572255,0.043700829418075,0.038509970935151,0.038183721659843,0.03931645691356,0.038341255028849,0.040295368451563,0.044133481596412,0.060568656158794,0.060374048843143,0.059511839647791,0.060127681855611,0.061633444885988,0.061981870307011,0.064270118620895,0.060403525091085
CO2,CAN,Canada,0.46015783629163,0.4636218506389,0.47292613328737,0.46002462932471,0.45725789638229,0.45680556508299,0.46270202000005,0.4580090334532,0.4478224949335,0.43379743625262,0.42796123445845,0.41371433127432,0.4163896333423,0.42351933281485,0.40566236541873,0.40013410019954,0.38496295569809,0.39850049836532,0.38086901856891,0.36983593755381,0.36932811131606,0.36604818308706,0.35817968519723,0.35558835373866,0.34932089637528,0.34519884378697,0.34080130144699,0.33699241370327,0.33439359744752,0.32122623252531,0.31048747875106,0.30489953145005,0.30542184016303
CO2,CHE,Switzerland and Liechtenstein,0.11856520963113,0.12584354932728,0.12578178236888,0.11974604465162,0.11577633510412,0.11729237954025,0.11818514044023,0.11228095567015,0.11260752323594,0.11141707464433,0.10528220995008,0.10694933826962,0.10326638879484,0.10629277511748,0.10472154122619,0.10330968858735,0.098356651162085,0.090626863327957,0.090859461749228,0.090239537164301,0.090694431542926,0.081317286390102,0.082864095319913,0.083290103912175,0.074615561257586,0.072192763068275,0.071709083600788,0.06904034411642,0.064918951148989,0.064013413970649,0.061259575707493,0.059963724420266,0.0579863102992
CO2,CHL,Chile,0.25508773588539,0.22549922530147,0.21054816168941,0.20908158815928,0.21719564684322,0.21851932651467,0.23517153606566,0.24927599452898,0.24140314845334,0.25340955813146,0.22582955973951,0.21051588894861,0.2058069216561,0.2039534216337,0.20650447270285,0.19775356104919,0.19009402756287,0.20320587247666,0.20603187360157,0.19939008993803,0.19986191238801,0.20536882945298,0.19878977509029,0.20233668386149,0.18356380525264,0.19252353873255,0.19920021553512,0.19834294416471,0.19083432054602,0.2007249326821,0.19671341740918,0.19785716113502,0.18298732535542
CO2,CHN,China,1.488604025021,1.4393714124518,1.3194396069208,1.2547949737128,1.1704492010814,1.1662952088314,1.0528306879856,0.99162912088438,0.94213399806686,0.85661865359184,0.83978471670849,0.81287533284724,0.804205477605,0.84391758448588,0.88332774471824,0.89985659434845,0.88579913378825,0.84281051967329,0.79178729616564,0.77641046920052,0.76776704861895,0.76620057152607,0.73261603017958,0.7124541124464,0.67103720253484,0.61880031516666,0.58005373236849,0.55443808675162,0.54423364107966,0.52546829119962,0.52345260508697,0.50995049143054,0.49318389826032
CO2,CIV,Côte d’Ivoire,0.057349452849547,0.059113936493445,0.059023995196364,0.062747531121186,0.0650547431207,0.066436305800562,0.077158411232565,0.085655661291247,0.079606354469629,0.1050668312561,0.10058054864051,0.1030836093305,0.1120676066281,0.092599187298681,0.09254779732689,0.097772132438721,0.093399001736955,0.091711860380453,0.09710744813599,0.086864702880144,0.092734944696844,0.094821752291577,0.11225595996278,0.11011432784751,0.10742897987734,0.10794617874213,0.10196308186303,0.10264724078632,0.0980051515596,0.098321628493374,0.096959950179267,0.097260948846842,0.092932680670307
CO2,CMR,Cameroon,0.11983787031186,0.11871685651848,0.11783390283461,0.13971293959682,0.14828108028195,0.14430905748095,0.14198269589982,0.13677061506828,0.13594547720868,0.12524316813837,0.12946533434117,0.12350404968231,0.11651722748617,0.1127607688899,0.10350771244063,0.098266356546303,0.095421231403328,0.10795115735008,0.11031425068303,0.11726005671913,0.11606718194592,0.10628080271646,0.10284080819404,0.1082856893401,0.11117606464595,0.10899242038164,0.1102291073678,0.10830638361501,0.11127619330201,0.10529010466216,0.10633041898188,0.10608444884043,0.096729515463916
CO2,COD,Democratic Republic of the Congo,0.053457934370454,0.032807837290555,0.031502287299575,0.035103110909022,0.057791073930116,0.053505020746392,0.059767746785709,0.063504302099152,0.064273224268462,0.062035333072396,0.052948060201844,0.052570539670998,0.053580844865363,0.06148484289874,0.055010467731599,0.058116365282401,0.056711346887542,0.058962238957843,0.056957167571928,0.053802180494664,0.052649274627097,0.056348915138568,0.047107272609026,0.060407740128285,0.070879538020948,0.042960939059577,0.032324419020492,0.036252289117272,0.033441092832121,0.035179698277379,0.035262050591906,0.034978208517506,0.031672954727145
CO2,COG,Congo,0.20082021251898,0.20008849902069,0.19028841163963,0.18981074710566,0.18390922967947,0.22488277484354,0.25945245320556,0.26900261680786,0.30831079656172,0.32774452748759,0.32958609271408,0.30946491704995,0.19278709297053,0.23807836274326,0.23354781103364,0.25918718844095,0.26703802581306,0.25302708463081,0.24739013488078,0.24584236971547,0.24076867042209,0.21601233871657,0.1813940620028,0.22151277184503,0.20145138294073,0.22748388421106,0.24789384517203,0.25667788848648,0.31140467549007,0.35038569316863,0.38105459459886,0.37847068245431,0.38794925295512
CO2,COK,Cook Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CO2,COL,Colombia,0.19286987811387,0.19497258236801,0.19452001150433,0.19545893053828,0.18324922140163,0.18224007112793,0.175911525578,0.18453194602796,0.18657062469618,0.1699824832162,0.17361896156744,0.16979009898873,0.1591137905722,0.15176958991938,0.14420236152177,0.14169534523125,0.1300787863766,0.12529480894511,0.1219700432412,0.12624040678042,0.12416403933192,0.12535052480911,0.12101573758639,0.12742305956738,0.12519740884507,0.12330147878201,0.12490301178891,0.11224235119794,0.11483078626297,0.11108028229927,0.11945029428757,0.11163414517361,0.10896504760966
CO2,COM,Comoros,0.031764765536874,0.04106703785618,0.032206445539888,0.030426905352698,0.03213116053674,0.031514138624722,0.033296604339705,0.032009729185225,0.039967241826594,0.03996081771308,0.060579123701101,0.062432796921123,0.062572277058566,0.079230417498411,0.084486003264733,0.079288910507469,0.092600948637013,0.060654266393985,0.058198847274768,0.06878200295402,0.079313993765311,0.067797704338328,0.068418964600831,0.077990682063226,0.068389420989877,0.074248097882802,0.081408796043582,0.099771130191012,0.1061916348097,0.11628942627509,0.11823720964724,0.12616407726641,0.12624399535732
CO2,CPV,Cabo Verde,0.08272219938797,0.10363468014951,0.092829962893668,0.083005943114557,0.081839219658384,0.070935580875224,0.076629737107389,0.068903603891613,0.062469201023957,0.057230513430318,0.14848108906885,0.16484632305393,0.17275040625883,0.16582486673011,0.16317587080153,0.23731034696575,0.24052568507554,0.23607152566665,0.21404687618895,0.20791919342601,0.22020971468434,0.24276351857969,0.20777255804608,0.20029872542801,0.21291068850443,0.21351588648015,0.20812192002059,0.20817963097054,0.20412132558902,0.19608779294498,0.24655770706796,0.24980176339852,0.22245685521565
CO2,CRI,Costa Rica,0.094074715992144,0.099484241607455,0.122586009848,0.1150532605444,0.12844655585535,0.12309947820877,0.11545376813714,0.10786226661479,0.1119007719418,0.10717582538955,0.10235200370482,0.10657535380485,0.10488530219156,0.10844289039144,0.10575114230851,0.10476650548846,0.10605248762227,0.10932879800584,0.10350634070001,0.10020023367748,0.094048965130655,0.095807240327408,0.090622963668425,0.091887714213827,0.089982240959132,0.08373109666282,0.085116336134363,0.083172229930598,0.081717161099959,0.077367096482348,0.070790788112979,0.074524208878212,0.075571788923266
CO2,CUB,Cuba,0.23568462812958,0.20556704841501,0.18445371464408,0.19824853410056,0.20245233086919,0.21034042779198,0.2112898065063,0.22502522118381,0.22055210514311,0.21351133427124,0.20419655637673,0.18988112609064,0.17874714905085,0.16722978823125,0.15515925378404,0.14464547101916,0.13186733141441,0.12699500327553,0.1178250802149,0.11707294103928,0.11962907649682,0.11453920307712,0.11587422749935,0.11339564900252,0.10384977247837,0.10884769195679,0.10057493732993,0.095621690658579,0.094769894715668,0.084835146111238,0.088611744558897,0.08525694810606,0.087418143195205
CO2,CYM,Cayman Islands,0.047522616933288,0.049080225852055,0.053665780713441,0.043926574738152,0.054913574516974,0.055077089512748,0.054785378334597,0.04910044826065,0.045325768850942,0.045008406156845,0.038778911739393,0.040541193452628,0.046332643191057,0.042794288933852,0.04321967175983,0.037019121741834,0.03650802724142,0.045092234894428,0.049060769154503,0.054143657393067,0.06083985487201,0.049247145273735,0.048223788428265,0.056631833429429,0.056644470782624,0.056993492843212,0.057348273904975,0.058016835204031,0.057896920796615,0.075230673466636,0.067353524654453,0.062519724345915,0.057300314353439
CO2,CYP,Cyprus,0.31701138014369,0.35007745841397,0.34034164932994,0.35377022323079,0.34825051643633,0.31439640823602,0.32973969113163,0.32591077908405,0.32190956482527,0.31869260771739,0.31193589176684,0.29440917823089,0.29104304185997,0.31002059767054,0.29311288021536,0.28374798837983,0.27458830861083,0.27097193154154,0.26727171954019,0.2661235933826,0.24845994241569,0.23937473303412,0.23059574362024,0.22323672946969,0.24057163508479,0.23394400336356,0.23122492123422,0.22295937623315,0.20676922014357,0.19599119201231,0.19316493048555,0.19805855325447,0.18813511185759
CO2,CZE,Czechia,0.6756670921304,0.69314608620932,0.66824839157619,0.64476013212628,0.60277464424703,0.56334257489036,0.55522147624195,0.54405004646635,0.52088596185431,0.48291446227009,0.51399639299294,0.49877736109781,0.47211945778759,0.46784928880721,0.44970969144731,0.41430422150671,0.39166083047804,0.37507921712266,0.34895956927183,0.34754053544937,0.34313702424651,0.32938718745787,0.32043343020628,0.30781510696099,0.29455836706928,0.28202789420146,0.27871993782651,0.26710043708344,0.25593377236834,0.23608878157377,0.22789368940395,0.23429426847472,0.23153050785745
CO2,DEU,Germany,0.3458212560446,0.32207394177845,0.29889906370122,0.29924504748903,0.28751008953013,0.28180843907187,0.28854609266508,0.27392398696028,0.26815369035145,0.2533463585335,0.24553580448699,0.24605103349926,0.24221865698096,0.24471216549704,0.23768116695901,0.2304483407143,0.225547738051,0.21116372686384,0.21051708899328,0.20707992352896,0.21051309462918,0.19605783745404,0.19838780298642,0.20185025330992,0.18779497325314,0.18658225400399,0.18351084459494,0.1753269594426,0.16807863204238,0.15491916485329,0.14784982215309,0.15353260646569,0.14957814514147
